26/08/2022,12:00:01,TH-Ypioca,25.2,64
26/08/2022,12:00:02,TH-Suporte,24.0,62
26/08/2022,13:00:01,TH-Suporte,24.0,62
26/08/2022,13:00:01,TH-Ypioca,26.8,65
26/08/2022,14:00:01,TH-Ypioca,25.1,70
26/08/2022,14:00:01,TH-Suporte,24.0,62
26/08/2022,15:00:01,TH-Ypioca,25.7,67
26/08/2022,15:00:02,TH-Suporte,24.1,61
26/08/2022,16:00:01,TH-Ypioca,26.9,66
26/08/2022,16:00:02,TH-Suporte,24.1,61
26/08/2022,17:00:01,TH-Ypioca,27.1,64
26/08/2022,17:00:02,TH-Suporte,24.4,67
26/08/2022,18:00:01,TH-Ypioca,27.7,62
26/08/2022,18:00:02,TH-Suporte,25.0,63
26/08/2022,19:00:02,TH-Ypioca,27.7,62
26/08/2022,19:00:02,TH-Suporte,25.0,62
27/08/2022,07:02:43,TH-Ypioca,27.1,62
27/08/2022,07:02:43,TH-Suporte,25.3,62
27/08/2022,08:00:01,TH-Ypioca,27.1,62
27/08/2022,08:00:02,TH-Suporte,25.3,62
27/08/2022,09:00:02,TH-Ypioca,27.7,62
27/08/2022,09:00:02,TH-Suporte,25.3,62
27/08/2022,10:00:01,TH-Ypioca,27.7,62
27/08/2022,10:00:02,TH-Suporte,25.3,62
27/08/2022,11:00:01,TH-Ypioca,27.7,62
27/08/2022,11:00:02,TH-Suporte,25.3,62
27/08/2022,12:00:01,TH-Ypioca,27.7,62
27/08/2022,12:00:02,TH-Suporte,25.3,62
27/08/2022,13:00:01,TH-Ypioca,27.7,62
27/08/2022,13:00:02,TH-Suporte,25.3,62
27/08/2022,14:00:01,TH-Ypioca,27.7,62
27/08/2022,14:00:02,TH-Suporte,25.3,62
27/08/2022,15:00:01,TH-Ypioca,28.2,62
27/08/2022,15:00:01,TH-Suporte,25.9,64
27/08/2022,16:00:01,TH-Ypioca,28.2,62
27/08/2022,16:00:02,TH-Suporte,25.9,64
27/08/2022,17:00:01,TH-Ypioca,28.2,62
27/08/2022,17:00:02,TH-Suporte,25.9,64
27/08/2022,18:00:01,TH-Ypioca,28.2,62
27/08/2022,18:00:02,TH-Suporte,25.9,64
27/08/2022,19:00:01,TH-Ypioca,28.2,62
27/08/2022,19:00:02,TH-Suporte,25.9,64
28/08/2022,07:02:54,TH-Ypioca,27.6,63
28/08/2022,07:02:54,TH-Suporte,25.9,64
28/08/2022,08:00:01,TH-Ypioca,27.6,63
28/08/2022,08:00:01,TH-Suporte,25.9,64
28/08/2022,09:00:02,TH-Suporte,25.9,64
28/08/2022,09:00:02,TH-Ypioca,28.2,61
28/08/2022,10:00:01,TH-Ypioca,28.2,61
28/08/2022,10:00:02,TH-Suporte,25.9,64
28/08/2022,11:00:01,TH-Ypioca,28.2,61
28/08/2022,11:00:02,TH-Suporte,25.9,64
28/08/2022,12:00:01,TH-Ypioca,28.2,61
28/08/2022,12:00:02,TH-Suporte,25.9,64
28/08/2022,13:00:01,TH-Ypioca,28.2,61
28/08/2022,13:00:02,TH-Suporte,25.9,64
28/08/2022,14:00:01,TH-Ypioca,28.7,60
28/08/2022,14:00:02,TH-Suporte,25.9,64
28/08/2022,15:00:01,TH-Ypioca,28.7,60
28/08/2022,15:00:02,TH-Suporte,26.0,63
28/08/2022,16:00:01,TH-Ypioca,28.7,60
28/08/2022,16:00:02,TH-Suporte,26.0,63
28/08/2022,17:00:01,TH-Ypioca,28.7,60
28/08/2022,17:00:02,TH-Suporte,26.0,63
28/08/2022,18:00:02,TH-Ypioca,28.7,60
28/08/2022,18:00:02,TH-Suporte,26.0,63
28/08/2022,19:00:02,TH-Ypioca,28.6,61
28/08/2022,19:00:02,TH-Suporte,26.1,63
29/08/2022,07:04:33,TH-Ypioca,27.8,61
29/08/2022,07:04:34,TH-Suporte,26.0,63
29/08/2022,08:00:01,TH-Ypioca,28.2,61
29/08/2022,08:00:02,TH-Suporte,26.0,63
29/08/2022,09:00:01,TH-Ypioca,28.2,61
29/08/2022,09:00:02,TH-Suporte,25.4,61
29/08/2022,10:00:01,TH-Ypioca,28.2,61
29/08/2022,10:00:02,TH-Suporte,25.4,61
29/08/2022,11:00:01,TH-Ypioca,25.7,69
29/08/2022,11:00:02,TH-Suporte,25.0,63
29/08/2022,12:00:01,TH-Ypioca,27.3,62
29/08/2022,12:00:02,TH-Suporte,25.0,63
29/08/2022,13:00:01,TH-Ypioca,25.9,62
29/08/2022,13:00:02,TH-Suporte,25.0,63
29/08/2022,14:00:01,TH-Ypioca,25.7,68
29/08/2022,14:00:01,TH-Suporte,25.0,63
29/08/2022,15:00:01,TH-Ypioca,25.6,65
29/08/2022,15:00:02,TH-Suporte,25.0,63
29/08/2022,16:00:01,TH-Ypioca,25.5,72
29/08/2022,16:00:02,TH-Suporte,25.0,63
29/08/2022,17:00:02,TH-Ypioca,25.6,72
29/08/2022,17:00:02,TH-Suporte,25.0,63
29/08/2022,18:00:01,TH-Ypioca,26.3,67
29/08/2022,18:00:02,TH-Suporte,25.0,63
29/08/2022,19:00:01,TH-Ypioca,26.7,66
29/08/2022,19:00:02,TH-Suporte,24.4,63
30/08/2022,07:03:29,TH-Ypioca,27.7,63
30/08/2022,07:03:29,TH-Suporte,25.8,63
30/08/2022,08:00:01,TH-Ypioca,27.0,61
30/08/2022,08:00:02,TH-Suporte,25.8,63
30/08/2022,09:00:01,TH-Ypioca,27.0,54
30/08/2022,09:00:02,TH-Suporte,24.6,60
30/08/2022,10:00:01,TH-Ypioca,25.8,57
30/08/2022,10:00:02,TH-Suporte,24.6,60
30/08/2022,11:00:01,TH-Ypioca,25.6,63
30/08/2022,11:00:02,TH-Suporte,24.6,60
30/08/2022,12:00:01,TH-Ypioca,25.6,63
30/08/2022,12:00:02,TH-Suporte,24.6,60
30/08/2022,13:00:01,TH-Ypioca,27.4,60
30/08/2022,13:00:02,TH-Suporte,24.6,60
30/08/2022,14:00:01,TH-Ypioca,25.5,65
30/08/2022,14:00:01,TH-Suporte,24.6,60
30/08/2022,15:00:05,TH-Ypioca,25.5,65
30/08/2022,15:00:05,TH-Suporte,24.3,62
30/08/2022,16:00:01,TH-Ypioca,25.2,62
30/08/2022,16:00:02,TH-Suporte,24.3,62
30/08/2022,17:00:01,TH-Ypioca,25.7,65
30/08/2022,17:00:02,TH-Suporte,24.3,62
30/08/2022,18:00:01,TH-Ypioca,25.1,71
30/08/2022,18:00:02,TH-Suporte,24.9,61
30/08/2022,19:00:01,TH-Ypioca,25.0,70
30/08/2022,19:00:02,TH-Suporte,24.9,61
31/08/2022,07:03:53,TH-Ypioca,27.2,61
31/08/2022,07:03:54,TH-Suporte,25.7,61
31/08/2022,08:00:01,TH-Suporte,25.7,61
31/08/2022,08:00:01,TH-Ypioca,27.8,56
31/08/2022,09:00:01,TH-Ypioca,25.9,64
31/08/2022,09:00:02,TH-Suporte,25.1,58
31/08/2022,10:00:05,TH-Ypioca,25.8,64
31/08/2022,10:00:06,TH-Suporte,24.5,59
31/08/2022,11:00:01,TH-Ypioca,25.7,64
31/08/2022,11:00:02,TH-Suporte,24.5,65
31/08/2022,12:00:01,TH-Ypioca,25.6,70
31/08/2022,12:00:02,TH-Suporte,24.5,65
31/08/2022,13:00:01,TH-Ypioca,25.4,70
31/08/2022,13:00:01,TH-Suporte,24.5,65
31/08/2022,14:00:01,TH-Ypioca,25.5,70
31/08/2022,14:00:01,TH-Suporte,24.5,65
31/08/2022,15:00:01,TH-Suporte,24.5,65
31/08/2022,15:00:01,TH-Ypioca,25.8,64
31/08/2022,16:00:01,TH-Ypioca,26.6,64
31/08/2022,16:00:02,TH-Suporte,24.1,59
31/08/2022,17:00:01,TH-Ypioca,26.8,62
31/08/2022,17:00:02,TH-Suporte,24.1,59
31/08/2022,18:00:02,TH-Ypioca,27.1,68
31/08/2022,18:00:02,TH-Suporte,24.7,57
31/08/2022,19:00:01,TH-Ypioca,27.7,65
31/08/2022,19:00:01,TH-Suporte,24.7,57
01/09/2022,08:00:01,TH-Ypioca,27.5,61
01/09/2022,08:00:01,TH-Suporte,25.7,62
01/09/2022,09:00:01,TH-Ypioca,27.5,61
01/09/2022,09:00:02,TH-Suporte,24.5,57
01/09/2022,10:00:01,TH-Suporte,23.9,53
01/09/2022,10:00:02,TH-Ypioca,27.2,67
01/09/2022,11:00:01,TH-Ypioca,26.9,67
01/09/2022,11:00:02,TH-Suporte,23.9,54
01/09/2022,12:00:01,TH-Ypioca,26.9,67
01/09/2022,12:00:02,TH-Suporte,23.8,60
01/09/2022,13:00:01,TH-Ypioca,26.9,68
01/09/2022,13:00:02,TH-Suporte,23.7,54
01/09/2022,14:00:01,TH-Ypioca,26.7,68
01/09/2022,14:00:01,TH-Suporte,23.5,60
01/09/2022,15:00:01,TH-Ypioca,25.4,63
01/09/2022,15:00:02,TH-Suporte,23.5,54
01/09/2022,16:00:01,TH-Ypioca,25.9,66
01/09/2022,16:00:01,TH-Suporte,23.5,54
01/09/2022,17:00:02,TH-Ypioca,25.8,66
01/09/2022,17:00:02,TH-Suporte,23.3,60
01/09/2022,18:00:01,TH-Ypioca,25.4,72
01/09/2022,18:00:02,TH-Suporte,24.0,57
01/09/2022,19:00:01,TH-Ypioca,26.7,68
01/09/2022,19:00:01,TH-Suporte,24.6,58
02/09/2022,07:03:40,TH-Ypioca,27.5,63
02/09/2022,07:03:40,TH-Suporte,25.7,61
02/09/2022,08:00:01,TH-Suporte,24.5,57
02/09/2022,08:00:01,TH-Ypioca,27.5,63
02/09/2022,09:00:01,TH-Ypioca,26.0,69
02/09/2022,09:00:01,TH-Suporte,24.8,63
02/09/2022,10:00:01,TH-Ypioca,26.2,66
02/09/2022,10:00:01,TH-Suporte,24.8,58
02/09/2022,11:00:02,TH-Ypioca,25.9,68
02/09/2022,11:00:02,TH-Suporte,24.3,58
02/09/2022,12:00:01,TH-Ypioca,26.5,70
02/09/2022,12:00:02,TH-Suporte,24.3,58
02/09/2022,13:00:01,TH-Ypioca,27.7,66
02/09/2022,13:00:02,TH-Suporte,24.3,58
02/09/2022,14:00:01,TH-Suporte,24.3,58
02/09/2022,14:00:01,TH-Ypioca,26.2,66
02/09/2022,15:00:01,TH-Ypioca,26.1,72
02/09/2022,15:00:02,TH-Suporte,24.2,56
02/09/2022,16:00:01,TH-Ypioca,27.2,69
02/09/2022,16:00:02,TH-Suporte,24.2,56
02/09/2022,17:00:02,TH-Ypioca,28.4,64
02/09/2022,17:00:02,TH-Suporte,24.2,56
02/09/2022,18:00:01,TH-Ypioca,27.8,65
02/09/2022,18:00:01,TH-Suporte,23.6,56
02/09/2022,19:00:01,TH-Ypioca,27.8,65
02/09/2022,19:00:02,TH-Suporte,24.2,57
03/09/2022,07:02:34,TH-Suporte,25.6,61
03/09/2022,07:02:34,TH-Ypioca,28.2,63
03/09/2022,08:00:01,TH-Ypioca,28.2,62
03/09/2022,08:00:01,TH-Suporte,25.6,61
03/09/2022,09:00:01,TH-Ypioca,28.5,61
03/09/2022,09:00:02,TH-Suporte,25.0,58
03/09/2022,10:00:01,TH-Ypioca,29.0,60
03/09/2022,10:00:02,TH-Suporte,24.4,56
03/09/2022,11:00:02,TH-Ypioca,29.2,61
03/09/2022,11:00:02,TH-Suporte,23.8,56
03/09/2022,12:00:01,TH-Ypioca,29.2,61
03/09/2022,12:00:02,TH-Suporte,24.4,59
03/09/2022,13:00:01,TH-Ypioca,29.2,61
03/09/2022,13:00:02,TH-Suporte,25.0,60
03/09/2022,14:00:01,TH-Ypioca,29.2,61
03/09/2022,14:00:02,TH-Suporte,25.0,60
03/09/2022,15:00:01,TH-Ypioca,29.5,59
03/09/2022,15:00:01,TH-Suporte,25.6,61
03/09/2022,16:00:01,TH-Ypioca,29.5,59
03/09/2022,16:00:02,TH-Suporte,25.6,61
03/09/2022,17:00:01,TH-Ypioca,29.5,59
03/09/2022,17:00:06,TH-Suporte,25.6,61
03/09/2022,18:00:02,TH-Ypioca,29.5,60
03/09/2022,18:00:02,TH-Suporte,25.6,61
03/09/2022,19:00:02,TH-Ypioca,29.5,60
03/09/2022,19:00:02,TH-Suporte,25.6,61
04/09/2022,07:03:11,TH-Ypioca,28.9,59
04/09/2022,07:03:11,TH-Suporte,26.1,61
04/09/2022,08:00:01,TH-Ypioca,29.0,59
04/09/2022,08:00:01,TH-Suporte,26.1,61
04/09/2022,09:00:01,TH-Ypioca,29.2,59
04/09/2022,09:00:01,TH-Suporte,26.1,61
04/09/2022,10:00:01,TH-Ypioca,29.2,59
04/09/2022,10:00:01,TH-Suporte,26.2,61
04/09/2022,11:00:01,TH-Ypioca,29.5,59
04/09/2022,11:00:02,TH-Suporte,26.2,62
04/09/2022,12:00:01,TH-Ypioca,29.5,59
04/09/2022,12:00:02,TH-Suporte,26.2,62
04/09/2022,13:00:01,TH-Ypioca,29.5,59
04/09/2022,13:00:01,TH-Suporte,26.2,62
04/09/2022,14:00:02,TH-Suporte,26.2,62
04/09/2022,14:00:02,TH-Ypioca,29.5,59
04/09/2022,15:00:01,TH-Ypioca,29.5,59
04/09/2022,15:00:01,TH-Suporte,26.2,62
04/09/2022,16:00:02,TH-Ypioca,29.5,59
04/09/2022,16:00:02,TH-Suporte,26.2,62
04/09/2022,17:00:01,TH-Ypioca,29.5,59
04/09/2022,17:00:02,TH-Suporte,26.2,62
04/09/2022,18:00:01,TH-Ypioca,29.8,58
04/09/2022,18:00:02,TH-Suporte,26.2,62
04/09/2022,19:00:01,TH-Ypioca,29.8,58
04/09/2022,19:00:01,TH-Suporte,26.2,62
05/09/2022,07:03:32,TH-Ypioca,29.3,58
05/09/2022,07:03:32,TH-Suporte,26.7,61
05/09/2022,08:00:02,TH-Ypioca,29.3,58
05/09/2022,08:00:02,TH-Suporte,26.1,58
05/09/2022,09:00:01,TH-Ypioca,26.9,44
05/09/2022,09:00:02,TH-Suporte,25.5,55
05/09/2022,10:00:02,TH-Ypioca,25.1,48
05/09/2022,10:00:02,TH-Suporte,24.4,44
05/09/2022,11:00:01,TH-Ypioca,24.7,52
05/09/2022,11:00:02,TH-Suporte,23.9,48
05/09/2022,12:00:01,TH-Ypioca,24.7,52
05/09/2022,12:00:02,TH-Suporte,24.2,54
05/09/2022,13:00:02,TH-Ypioca,26.5,53
05/09/2022,13:00:02,TH-Suporte,24.4,60
05/09/2022,14:00:01,TH-Ypioca,24.4,51
05/09/2022,14:00:01,TH-Suporte,24.3,54
05/09/2022,15:00:02,TH-Suporte,24.2,60
05/09/2022,15:00:02,TH-Ypioca,24.3,57
05/09/2022,16:00:01,TH-Ypioca,24.5,61
05/09/2022,16:00:01,TH-Suporte,24.1,54
05/09/2022,17:00:01,TH-Ypioca,26.3,58
05/09/2022,17:00:02,TH-Suporte,24.1,60
05/09/2022,18:00:01,TH-Ypioca,26.9,60
05/09/2022,18:00:01,TH-Suporte,24.0,54
05/09/2022,19:00:02,TH-Ypioca,26.9,60
05/09/2022,19:00:02,TH-Suporte,24.4,56
06/09/2022,07:03:29,TH-Ypioca,28.1,60
06/09/2022,07:03:29,TH-Suporte,26.0,61
06/09/2022,08:00:01,TH-Ypioca,26.3,56
06/09/2022,08:00:02,TH-Suporte,24.8,55
06/09/2022,09:00:01,TH-Suporte,24.3,61
06/09/2022,09:00:02,TH-Ypioca,25.7,63
06/09/2022,10:00:01,TH-Ypioca,25.2,62
06/09/2022,10:00:02,TH-Suporte,24.2,55
06/09/2022,11:00:01,TH-Ypioca,26.9,69
06/09/2022,11:00:06,TH-Suporte,24.5,66
06/09/2022,12:00:01,TH-Suporte,24.4,60
06/09/2022,12:00:01,TH-Ypioca,27.0,69
06/09/2022,13:00:01,TH-Ypioca,27.5,67
06/09/2022,13:00:02,TH-Suporte,24.1,59
06/09/2022,14:00:01,TH-Ypioca,26.0,69
06/09/2022,14:00:02,TH-Suporte,24.1,59
06/09/2022,15:00:01,TH-Ypioca,26.0,69
06/09/2022,15:00:02,TH-Suporte,24.1,59
06/09/2022,16:00:01,TH-Ypioca,26.0,67
06/09/2022,16:00:01,TH-Suporte,24.1,59
06/09/2022,17:00:01,TH-Suporte,24.1,59
06/09/2022,17:00:01,TH-Ypioca,26.0,69
06/09/2022,18:00:01,TH-Ypioca,26.6,66
06/09/2022,18:00:02,TH-Suporte,24.5,58
06/09/2022,19:00:01,TH-Ypioca,27.8,63
06/09/2022,19:00:02,TH-Suporte,25.1,60
07/09/2022,07:04:29,TH-Ypioca,27.5,61
07/09/2022,07:04:29,TH-Suporte,25.6,61
07/09/2022,08:00:01,TH-Ypioca,28.1,60
07/09/2022,08:00:01,TH-Suporte,25.6,61
07/09/2022,09:00:01,TH-Ypioca,28.1,60
07/09/2022,09:00:01,TH-Suporte,25.6,61
07/09/2022,10:00:01,TH-Ypioca,28.1,60
07/09/2022,10:00:01,TH-Suporte,25.6,61
07/09/2022,11:00:01,TH-Ypioca,28.1,59
07/09/2022,11:00:02,TH-Suporte,25.6,61
07/09/2022,12:00:01,TH-Ypioca,28.2,59
07/09/2022,12:00:02,TH-Suporte,25.7,61
07/09/2022,13:00:01,TH-Ypioca,28.2,59
07/09/2022,13:00:01,TH-Suporte,25.7,61
07/09/2022,14:00:01,TH-Ypioca,28.2,59
07/09/2022,14:00:01,TH-Suporte,25.9,61
07/09/2022,15:00:01,TH-Suporte,26.0,61
07/09/2022,15:00:01,TH-Ypioca,28.2,59
07/09/2022,16:00:02,TH-Ypioca,28.2,59
07/09/2022,16:00:02,TH-Suporte,26.0,61
07/09/2022,17:00:01,TH-Ypioca,28.5,59
07/09/2022,17:00:01,TH-Suporte,26.0,61
07/09/2022,18:00:01,TH-Ypioca,28.5,59
07/09/2022,18:00:01,TH-Suporte,26.0,61
07/09/2022,19:00:01,TH-Ypioca,28.5,59
07/09/2022,19:00:02,TH-Suporte,26.0,61
08/09/2022,07:04:17,TH-Ypioca,27.7,59
08/09/2022,07:04:17,TH-Suporte,25.8,60
08/09/2022,08:00:01,TH-Ypioca,27.7,59
08/09/2022,08:00:01,TH-Suporte,25.8,60
08/09/2022,09:00:01,TH-Ypioca,28.3,59
08/09/2022,09:00:02,TH-Suporte,24.7,54
08/09/2022,10:00:01,TH-Ypioca,26.4,63
08/09/2022,10:00:01,TH-Suporte,24.2,56
08/09/2022,11:00:01,TH-Ypioca,26.2,63
08/09/2022,11:00:01,TH-Suporte,24.1,56
08/09/2022,12:00:01,TH-Ypioca,25.9,63
08/09/2022,12:00:02,TH-Suporte,24.1,56
08/09/2022,13:00:01,TH-Ypioca,26.4,62
08/09/2022,13:00:02,TH-Suporte,23.9,58
08/09/2022,14:00:01,TH-Ypioca,25.9,68
08/09/2022,14:00:02,TH-Suporte,23.9,58
08/09/2022,15:00:01,TH-Ypioca,25.9,68
08/09/2022,15:00:01,TH-Suporte,23.9,58
08/09/2022,16:00:01,TH-Ypioca,26.3,71
08/09/2022,16:00:02,TH-Suporte,23.9,58
08/09/2022,17:00:01,TH-Ypioca,25.8,65
08/09/2022,17:00:01,TH-Suporte,23.9,58
08/09/2022,18:00:01,TH-Ypioca,25.3,71
08/09/2022,18:00:01,TH-Suporte,23.3,58
08/09/2022,19:00:01,TH-Ypioca,25.9,68
08/09/2022,19:00:01,TH-Suporte,23.3,58
09/09/2022,07:03:32,TH-Ypioca,27.6,62
09/09/2022,07:03:32,TH-Suporte,25.4,60
09/09/2022,08:00:01,TH-Ypioca,28.0,59
09/09/2022,08:00:02,TH-Suporte,24.8,58
09/09/2022,09:00:01,TH-Ypioca,25.8,57
09/09/2022,09:00:02,TH-Suporte,24.8,58
09/09/2022,10:00:01,TH-Ypioca,25.9,57
09/09/2022,10:00:01,TH-Suporte,23.9,50
09/09/2022,11:00:02,TH-Ypioca,25.6,65
09/09/2022,11:00:02,TH-Suporte,23.5,44
09/09/2022,12:00:01,TH-Suporte,23.8,56
09/09/2022,12:00:02,TH-Ypioca,25.6,65
09/09/2022,13:00:02,TH-Ypioca,27.4,63
09/09/2022,13:00:02,TH-Suporte,23.8,56
09/09/2022,14:00:05,TH-Ypioca,28.0,60
09/09/2022,14:00:05,TH-Suporte,23.8,56
09/09/2022,15:00:01,TH-Ypioca,27.0,63
09/09/2022,15:00:02,TH-Suporte,23.8,56
09/09/2022,16:00:01,TH-Ypioca,27.0,63
09/09/2022,16:00:01,TH-Suporte,23.4,56
09/09/2022,17:00:02,TH-Ypioca,27.4,66
09/09/2022,17:00:02,TH-Suporte,23.4,56
09/09/2022,18:00:01,TH-Ypioca,28.1,60
09/09/2022,18:00:01,TH-Suporte,24.1,57
09/09/2022,19:00:02,TH-Ypioca,28.1,60
09/09/2022,19:00:02,TH-Suporte,24.7,58
10/09/2022,07:02:51,TH-Ypioca,28.0,60
10/09/2022,07:02:51,TH-Suporte,25.7,59
10/09/2022,08:00:01,TH-Suporte,25.7,59
10/09/2022,08:00:01,TH-Ypioca,28.0,60
10/09/2022,09:00:01,TH-Ypioca,28.0,60
10/09/2022,09:00:02,TH-Suporte,25.7,59
10/09/2022,10:00:01,TH-Ypioca,28.6,59
10/09/2022,10:00:01,TH-Suporte,25.7,59
10/09/2022,11:00:01,TH-Ypioca,28.5,59
10/09/2022,11:00:02,TH-Suporte,25.7,59
10/09/2022,12:00:01,TH-Ypioca,28.5,59
10/09/2022,12:00:01,TH-Suporte,26.2,61
10/09/2022,13:00:01,TH-Ypioca,28.7,59
10/09/2022,13:00:01,TH-Suporte,26.2,61
10/09/2022,14:00:01,TH-Suporte,26.2,61
10/09/2022,14:00:02,TH-Ypioca,28.7,59
10/09/2022,15:00:01,TH-Ypioca,28.7,59
10/09/2022,15:00:02,TH-Suporte,26.2,61
10/09/2022,16:00:01,TH-Ypioca,28.7,59
10/09/2022,16:00:02,TH-Suporte,26.2,61
10/09/2022,17:00:02,TH-Ypioca,29.0,60
10/09/2022,17:00:02,TH-Suporte,26.2,61
10/09/2022,18:00:01,TH-Suporte,26.2,61
10/09/2022,18:00:02,TH-Ypioca,29.0,60
10/09/2022,19:00:01,TH-Ypioca,29.0,60
10/09/2022,19:00:02,TH-Suporte,26.2,61
11/09/2022,07:02:28,TH-Ypioca,28.4,60
11/09/2022,07:02:28,TH-Suporte,26.4,61
11/09/2022,08:00:01,TH-Ypioca,28.4,60
